review,sentiment
"From director Barbet Schroder ( Reversal of Fortune ) , I think I saw a bit of this in my Media Studies class , and I recognised the leading actress , so I tried it , despite the rating by the critic . Basically cool kid Richard Haywood ( Half Nelson 's Ryan Gosling ) and Justin Pendleton ( Bully 's Michael Pitt ) team up to murder a random girl to challenge themselves and see if they can get away with it without the police finding them . Investigating the murder is homicide detective Cassie 'The Hyena ' Mayweather ( Sandra Bullock ) with new partner Sam Kennedy ( Ben Chaplin ) , who are pretty baffled by the evidence found on the scene , e.g . non-relating hair . The plan doe n't seem to be completely going well because Cassie and Sam do quite quickly have Richard or Justin a suspect , it is just a question of if they can sway them away . Also starring Agnes Bruckner a Lisa Mills , Chris Penn a Ray Feathers , R.D . Call a Captain Rod Cody and Tom Verica a Asst . D.A . Al Swanson . I can see now the same concept a Sir Alfred Hitchcock 's Rope with the murdering for a challenge thing , but this film doe it in a very silly way , and not even a reasonably good Bullock can save it from being dull and predictable . Adequate !",0
"Things to Come is an early Sci-Fi film that show an imagined world , or `` Everytown '' through 100 year . You can break it up into about 4 different scene or part . The film span from 1940 to 2036 and is mainly about how this ruler or the `` Boss '' wanted to get the capability to fly in airplane again , after Everytown wa bombed and war broke out . This film only ha about 3 fault : it 's audio is muddy and video had some quirk , the character are n't deep at all , and the overall plot is n't altogether solid . The plot is lacking something that I ca n't put my finger on ... it just seems a little `` fluffy . '' But if you love sci-fi and are interested in what H.G . Wells though might happened in the next hundred year , this is a must see . It 's worth seeing just to learn of what everyone wa fearing : a long , drawn-out war , because they were just about to go to war with Germany , and there wa a threat of biological weapon and everything . Things to Come is a pretty good movie that most people need to see once .",1
"Weak , stale , tired , cliched ; want to be Basic Instinct , but miss opportunity after opportunity for fresh perspective , new insight . Insipid , trite , grotesque , and without the possibly-redeeming value of brevity ; oh , wait ... it wa only 90 minute long ... it must have just * seemed * a lot longer ! I 'd rather clean bus station toilet with my toothbrush than have to sit through this again . I 'm expressing an opinion here : I guess this mean I did n't like it .",0
"One word can describe this movie and that is weird . I recorded this movie one day because it wa a Japanese animation and it wa old so I thought it would be interesting . Well it wa , the movie is about a young boy who travel the universe to get a metal body so he can seek revenge . On the way he meet very colorful character and must ultimately decide if he want the body or not . Very strange , if you are a fan of animation/science-fiction you might want to check this out .",1
"While i wa the video store i wa browsing through the one dollar rental and came upon this little gem . I do n't know what it wa about it but i just had a gut instic about it and wow wa i ever right . The story center around two girl who have just survived a school shooting . One of the girl is Alicia a teenage reble who is the only witness for the full attack and another is Deanna another survivor who survived a bullet to the head by some miracle . Thrown together by fate , they slowly begin a painful and beautiful display of healing and moving on . I just hate it when amazing movie fall through the crack . Because wow what a performance by Busy Phillips and Erkia Christensen not to mention the rest of the cast ! My only complaint is that the DVD wa sorely lacking in special feature . Oh and some of the jump cut in the movie were kind of jarring . But all in all a excellent movie .",1
"this film is quite simply one of the worst film ever made and is a damning indictment on not only the British film industry but the talentless hack at work today . Not only did the film get mainstream distribution it also feature a good cast of British actor , so what went wrong ? i do n't know and simply i do n't care enough to engage with the debate because the film wa so terrible it deserves no thought at all . be warned and stay the hell away from this rubbish . but apparently i need to write ten line of text in this review so i might a well detail the plot . A nob of a man is setup by his evil friend and co-worker out of his father 's company and thus lead to an encounter with the Russian mafia and dodgy accent and stupid , very stupid plot twists/devices . i should have asked for my money back but wa perhaps still in shock from the experience . if you want a good crime film watch the usual suspect or the godfather , what about lock , stock .... thats the peak of the contemporary British crime film .....",0
"I 'll not comment a lot , what 's to ? ? ? Stereotype character , absolute ignorance about Colombia 's reality , awful mise en scene , poor color choice , NOT funny ( it supposed to be a comedy and they expect that you will laugh because some distend music it 's beside the nonsense scene ) , Very poor actor direction ( if you see somewhere those people , I mean the interpreter , you 'll know they are at least good , but seeing this so call film , it is impossible to guess it ) , you get tired of the music ... this `` comedy '' ha no rhythm , the only good rhythm in it , it 's the rap sing in the final credit .... pathetic , doe n't it ? etc ... etc ... It ha been a long time I have n't seen a movie so bad ! !",0
"This movie is a riot . I can not remember the last time I had such a great time at the movie . I 've seen a few good comedy in my time and usually they are pretty funny . But this one is wall to wall great line . I think Best in Show is the last movie that I laughed so hard and so much in . The movie wa non-stop until the end when they did the 5 minute of sentimental plot clean up . Other than that it 's a constant barrage of one liner and goofy situation . I 'd like to see it again before it leaf the theater because this is like the Zucker movie where you do n't get all the joke the first time around . You have to see it two or three time to get it all in . As far a the actual film go , it could have used a better edit , it 's choppy at time but we have to be forgiving for that . All the character are great . It 's not like an Adam Sandler movie where he try to be funny and everyone else suffers around him and is the butt of the joke . I think I will remember all the main character for year to come because they are all so likable . No victim in this movie . Also , thank God they got a 45 year old actress to play his girlfriend . Catherine Keener play her and she is a sweetheart in this film . You just wish that woman like her really existed . She 's not a `` 10 '' like some of the other leading lady but somehow her smile is warmer than Julia Roberts overdone overbite . If you see the trailer for this film you may not think too highly of it . I assure you , the trailer doe not do it justice . They do not give away all the good joke . Just some of the mediocre one . Oh and one more thing . I hope critic put this on their top ten list . Many of them complain that comedy do n't get the recognition they deserve and then at the end of the year they do n't put it on their list . This mean you Ebert ! ! !",1
"A fey story of a Martian attempt to colonize Earth . ( Things must be pretty bad back on Mars . ) Two state trooper investigate the scene of a reported UFO crash . Whatever landed is buried under the ice at Tracy 's Pond but there are footstep in the snow leading to a nearby diner . The diner ha had no customer since eleven o'clock that morning . Now there are a handful of bus passenger sitting around waiting for permission to cross a structurally weak bridge . The bus driver insists that six passenger were aboard the bus , although he did n't notice who they were . The problem is that there are now SEVEN people waiting for the journey to be resumed . One of them is an alien , but which one ? All of them are suspect . There 's the crazy old man ( Jack Elam ) , of course , who seems to exercise a sub rosa wit . There 's a blustering businessman who must get to Boston ( John Hoyt ) . A young couple on their honeymoon . ( Execrable performance by the husband , Ron Kipling . ) Except for the couple , nobody ha noticed anyone else . And even the couple are suspicious of each other . Bride to newly minted husband : `` I could have sworn you had a mole on your chin . '' The story continues in a sprightly but slightly spooky way -- the phone ring for no reason , the light go on and off , the juke box turn itself on -- and none of it is to be taken seriously . It 's a thoroughly enjoyable ensemble play and the climactic revelation is worth a chuckle . There is no discernible `` depth '' to it . It 's not a moral message about pod people masquerading a normal citizen . It 's not a warning of any kind , just a fairy tale that diverts and amuses . I always enjoy it when it 's on . It 's especially interesting to see John Hoyt a the irritable and impatient businessman , knowing that in 1954 he wa the Roman Senator who masterminded the assassination of Julius Caesar in MGM 's version of Shakespeare 's play . And here he is -- with three arm . Oops .",1
"It 's rare that I feel a need to write a review on this site , but this film is very deserving because of how poorly it wa created , and how bias it product wa . I felt a distinct attempt on the part of the film-makers to display the Palestinian family a boorish and untrustworthy . We hear them discus the sadness that they feel from oppression , yet the film is shot and arranged in a way that we feel the politically oppressed population is the Jewish Israeli population . We see no evidence that parallel the position of the Palestinian teenager . We only hear from other Palestinians in prison . I understand restriction are in place , but the political nature of the restriction are designed to prevent peace . I came out of the film feeling that the mother of the victim wa selfish in her mourning and completely closed minded due to her side of the fence , so to speak . She continued to be unwilling to see the hurt of the bomber 's parent , and her angry and closed-minded word caused the final meeting to spiral out of control . It is more realistic , in my mind , to see the Israeli mindset to be a root of the problem ; ignored plea for understanding and freedom , ignored request for acknowledgment for the process by which the Jewish population acquired the land . I have given this a two because of these selfish weakness of the mother , which normally would be admirable in a documentary , however in the light of the lack of impartiality , it all seems exploitative . Also for the poor edits , lack of background in the actual instance , and finally the lack of proper representation of the Palestinian side . Ultimately , it is a poor documentary and a poor film . I acknowledge this is partially the result of the political situation , but am obliged to note the flaw in direction regardless of the heart-wrenching and sad subject matter .",0
"Relentless like one of those loud action movie . The entire cast seems to be on speed . I did n't quite get the director 's intention if any . I wonder if she 's ever seen a Stanley Donen , Vincent Minnelli or even a George Sidney musical . Structure , please ! This is one hell of a mess and I loved Abba . The costume the unflattering photography - unflattering towards the actor but loving towards the location ) The one thing that make the whole thing bearable is the sight of Meryl Streep making a fool of herself . No chemistry with her friend ( Christine Baranski and Julie Walters ) think of Streep with Lily Tomlyn in the Altman film and you 'll understand what I wa hoping for . I wa embarrassed in particular by Pierce Brosnam and Colin Firth . The audience , however , seemed to enjoy it so it probably it 's just me .",0
"This movie doe a great job of explaining the problem that we faced and the fear that we had before we put man into space . As a history of space flight , it is still used today in classroom that can get one of the rare print of it . Disney ha shown it on `` Vault Disney '' and I wish they would do so again .",1
"In an alternate 1950s , where an outbreak of the undead ( caused by a mysterious 'space-dust ' ) ha been contained through the use of special electronic collar , a young loner , Timmy , find a friend in Fido ( Billy Connelly ) , his family 's recently acquired domesticated zombie . Fido quickly becomes a surrogate father to Timmy , whose real dad is unable to adequately express his love for his son ( or for his hot-to-trot wife , played by the gorgeous Carrie-Anne Moss ) having been psychologically scarred a a child ( when he wa forced to shoot his own father , who tried to eat him ! ) . Timmy run into a spot of bother , however , when his putrid pal 's collar go on the blink , and he attack and kill an elderly neighbour . With the authority on Fido 's trail , trouble brewing with a pair of local bully , and his mother forming a bond with their undead house-help , will Timmy be able to hold on to his new found friend ? A refreshing take on the whole zombie schtick , Fido is a thoroughly entertaining , deliciously dark comedy that should appeal to anyone with a slightly twisted sense of humour . Taking the Romero zombie-verse and transplanting it into 1950s small town America is a stroke of genius , and the result is simply one of the most original film to tackle the whole 'reanimated dead ' theme that I have seen . Connelly 's Fido is a cinematic zombie worthy of inclusion in the Undead Movie Hall of Fame , along with Day Of The Dead 's Bub , and Return Of The Living Dead 's Tarman ; it is not often I feel empathy for a walking corpse , but The Big Yin 's performance is so fine that I actually found myself rooting for the big blue bag of pu ! The rest of the cast also give commendable performance , with young K'Sun Ray ( a Timmy ) and Ms.Moss deserving special mentionsRay , because , for one so young , he put in a particularly assured turn , and Moss because she is so bloody yummy ! This is the third zombie film that I have watched this week ( the others being the somewhat disappointing Planet Terror and the rather fun Flight Of The Living Dead ) , and , to my surprise , it is also the best . Director Andrew Currie ha given fan of the genre something truly original to treasure and is a talent to be watched in the future . 8.5 out of 10 , rounded up to 9 for IMDb .",1
"An extremely down-to-earth , well made and acted `` Rodeo '' Western . No gussied up star needed here a all cast member were regular people telling a real life story about a rodeo hustler and his entourage in the 60 's and 70 's West . But hat off particularly to Slim Pickens for giving what I think wa his signature performance , especially given the fact that he had been a rodeo clown in real life . His role went far beyond the mere clown role a he deeply dealt with all the `` ups and down '' of the hard-nosed rodeo life and the psychological devastation that so frequently surround such a life style . He and Mr. Coburn teamed up extremely well a partner , not only on the circuit itself , but also in the real world outside the corral . Also , check out Anne Archer a Coburn 's Native American love interest in the latter part of the movie . Must have been one of her first role . Not a flashy , perhaps , a `` Junior Bonner '' , but equally heart rendering and impacting in it portrayal . Thanks to the Encore Western Channel for showing this true grit of an under-rated movie from time to time .",1
"Despite some review being distinctly Luke-warm , I found the story totally engrossing and even if some critic have described the love story a 'Mills and Boon ' , so what ? It is good to see a warm , touching story of real love in these cynical time . Many in the audience were sniffing and surreptitiously dabbing their eye . You really believe that the young Victoria and Albert are passionately fond of each other , even though , for political reason , it wa an arranged marriage . I did feel though that Sir John Conroy , who wa desperate to control the young Queen , is perhaps played too like a pantomime villain . As it is rumoured that he wa in fact , the real father of Victoria ( a a result of an affair with her mother The Duchess of Kent ) it would have been interesting to explore this theory . Emily Blunt is totally convincing a the young Princess , trapped in the stifling palace with courtier and politician out to manipulate her . She brilliantly portrays the strength of character and determination that eventually made Victoria a great Queen of England , which prospered a never before , under her long reign . I believe word of mouth recommendation will ensure great success for this most enjoyable and wonderful looking movie .",1
"`` American Nightmare '' is officially tied , in my opinion , with `` It 's Pat ! '' for the WORST MOVIE OF ALL TIME . Seven friend ( oddly resembling the K-Mart version of the cast of `` Friends '' ) gather in a coffee shop to listen to American Nightmare , a pirate radio show . It 's hosted by a guy with a beard . That 's the most exciting aspect of his show . Chandler , Monica , Joey , and ... oh wait , I mean , Wayne , Jessie , and the rest of the bad one-liner spouting gang all take turn revealing their biggest fear to the bearded DJ . Unbeknownst to them , a crazed nurse/serial killer is listening ... Crazy Nurse then proceeds to torture Ross and Rachel and ... wait , sorry again ... by making their fear come to life . These fear include such stunner a `` voodoo '' and being gone down on by old lady with denture . No . Really . This movie wa , in a word , rotten . Crazy Nurse 's killing spree lack motivation , there 's nothing to make the viewer `` jump , '' the ending blow , and -- again -- voodoo ? If you have absolutely no regard for your loved one , rent `` American Nightmare '' with them . If you care for your loved one -- even a little bit -- go to your local Blockbuster , rent all of the copy of `` American Nightmare '' and hide them in your freezer .",0
"First off , I have to say that I loved the book Animal Farm . I read it with my 9th grade class , and it wa great . We also decided that watching the movie would be beneficial . The movie wa so disappointing to me . The movie cut out some character , and miss a lot of the main point of the book . It skip around a lot , and doe n't explain anything in detail . If someone wa watching this movie without having first read the book , they would be confused . The most disappointing thing in this movie to me , wa the ending . The ending in the book wa the most powerful , and in the movie , they changed it ! It wa supposed to be the pig and men in an alliance and sort of `` melting '' together , but instead , the movie made it seem like the animal were going to rebel against the pig . To sum up , I do n't think that this movie captured the real meaning that Orwell portrayed in his book .",0
"This movie wa extremely boring . I only laughed a few time . I decided to rent it when I noticed William Shatner 's name on the cover . It 's all about this little kid who get picked on all the time by his classmate . When wandering the street looking for old lady to assist , he meet a prostitute . She take him to a club called the Playground , where he befriends several pimp . When mayor Tony Gold ( Shatner ) decides to take over the pimp business , Lil ' Pimp must lay down for his homies . The animation is n't very good in this . It look like it wa made with Macromedia , which I 'm sure it wa . It doe n't suck , it 's just the sort of choppy flash animation that people have gotten used to over recent year . The humor in this is not very good , I did n't think any of it wa funny .",0
"I wa disgusted by this movie . No it wa n't because of the graphic sex scene , it wa because it ruined the image of Artemisia Gentileschi . This movie doe not hold much truth about her and her art . It show one piece of art work that she did ( Judith Beheading Holofernese ) but show that being entered a testimony in the rape trial when she did not paint her first Judith for a year after the trial . I do n't know if you understood this from the movie , probably not , Tassi wa not a noble character . He RAPED Artemisia . It wa not love , it wa rape . He did not claim to accept false charge of rape to stop her from suffering while she wa tortured . According to the rape transcript he continued to claim that he never carnally knew Artemisia ( aka had sex with ) while she state over and over again `` It 's true '' . I encourage all of you people to go out and find about the real Artemisia and see what she is really about . Do n't base all of your knowledge on this fictional movie . I encourage you to do some research , Artemisia really doe have interesting story behind her and some amazing art work . Do n't see the movie , but find out the true story of Artemisia .",0
"Such a joyous world ha been created for u in Pixar 's A Bug 's Life ; we 're immersed in a universe which could only be documented this enjoyably on film , but more precisely a universe which could only be documented through the world of animation . For those who have forgotten what a plentiful and exuberant world animation can offer  when it 's in the right hand that is  A Bug 's Life is a warm reminder . We walk out of the film with an equally-warm feeling , and a sense of satisfaction derivative of only high-calibre film production . It is only Pixar 's second animated feature . The sub-group of Disney made their spectacular debut and perhaps entirely inadvertent mark on the film world three year prior in 1995 , with their landmark movie Toy Story . It wa a movie which defied convention , re-invented and breathed new life into animation and defined a whole new level of excellence . Now , they return with their sophomore effort which , to be honest , draw a creeping sense of cynicism in u all prior to seeing the film . After all , it 's a film about ant . Well , all walk of the insect and bug world are covered in A Bug 's Life , but it is the ant which is the focal point in this film , a human are the focal point in drama , romance and so on . How can such an insignificant specie of animal such a an ant act a the protagonist of a movie , let alone provide the entire premise of a feature film ? Surely they jest . However , we forget that in Toy Story , a bunch of toy-box item were able to become the grandest , most inspiring and lovable bunch of animated hero and villain ever concocted . The guy at Pixar manage to pull off the same feat , and manage to turn a bunch of dirty and miniscule bug into the most endearing and pleasant gang of vermin you 'll probably ever encounter . Not only are they all entirely amiable and likable  there is n't an unpleasant character in sight ; even the villain are riveting character  but they 're colourful , they 're eclectic , and they 're idiosyncratic . And the array of character is also gargantuan for lack of a better term , only adding the rich layer of distinctiveness already plastered onto A Bug 's Life from the beginning . We shall start with our main character , and our hero . His name is Flik ( David Foley ) , and his character is rather generic to say the least . Out of the thousand of faithful and obedient worker ant residing on the lush , beautiful Ant Island , he is the one considered the 'black sheep ' of the clan , a seen in the opening moment of the movie when he inadvertently destroys the season 's harvest with his antic . The problem arises in the fact that the ant ' harvest is for a bunch of greedy grasshopper led by Hopper ( Kevin Spacey ) , who are eager to continue to assert their wrath and autocracy amongst the puny little ant ; when they show up to Ant Island for their annual banquet and see that their offering is gone , they go insane , for lack of a better term . Hopper offer a proposition to save the ant from total extinction at his pack 's hand ; however , it 's a negotiation which is simply impossible to fulfil . The cog and clockwork in Flik 's mind run at full steam now despite his guilt and shame , and he offer to leave Ant Island in search of some mighty bug warrior who can come to the colony 's rescue and fight off Hopper and the grasshopper . If you think about it , A Bug 's Life bear some heavy resemblance to the plot line 's of Akira Kurosawa 's classic Seven Samurai , or the American remake The Magnificent Seven , in which a village of hapless but good-hearted folk are threatened by malevolent and wicked enemy  one lone village-dweller go in search for help in the big city , find it and return to the colony to drive off evil . In A Bug 's Life , the help come in the form of a down-and-out circus troupe who is mistakenly perceived by Flik a warrior in a bar-room brawl . Much amusement come out of these scene , and much amusement come out of these circus troupe bug . Among them are an erudite stick insect ( David Hyde Pierce ) , a side-splitting obese German caterpillar by the name of Heimlich and a quasi-femme fatale ladybug who 's in fact a gritty and masculine ladybug ( Dennis Hopper ) . It 's exceedingly enjoyable watching these bug on-screen , a it is watching the bug and the insect interact on-screen , a is the entire movie collectively . As I 've said , much amusement and mirth come out of their character and joyous interaction with one another , which give way to a bevy of hilarious line , wonderfully suspenseful and riveting situation and overall a dazzling movie . What make A Bug 's Life even better is that the film is n't restricted simply to child a many may perceive it to be , although child would indeed find more entertainment out of this film  the clichéd kid-friendly situation are a bit more abundant than we 'd like . However , it 's easy to ignore this fault , and it 's incredulously easy to enjoy this film . Although A Bug 's Life may not reach the dizzying and landmark standard set by it predecessor , this is still a superb movie , and the start of something promising here . Pixar have proved that they 're not just a one-hit wonder , but instead a much-gifted and talented group of film artist in Hollywood . They raise the bar endlessly , and when someone always manages to top their standard , it 's only always by themselves . What more is there to say about A Bug 's Life other than : see it ; it 's not quite the best which we 've seen from the folk at Emeryville , California , but this beat out the lot of it year  and I 'll be damned if this is n't the best animated feature of 1998 . 8.5/10",1
What an empty and lack lustre rendition of the classic novel . I do wish people would stop messing about with classic when they clearly have no idea of the real intention or point of the original . This version is no different . I felt that the Ralph Fiennes version is much worse though a the casting of Juliette brioche a Kathy ha got to be the worst casting decision EVER ... anyway back to this version . It aim to make the story relevant to a contemporary setting and in a musical style . It succeeds in both but high art it is nit . Throwaway viewing for a rainy day maybe ... The direction wa average and the editing abysmal . Worse than the old Quincy . Deepak Verma doe a great turn a Hindley and is in fact one of Britains wasted talent . The part of Heath wa played with great charm and belief and I think that the casting is the strongest point of this project . Although a more talented director would have made better use of the facility he had . Its clear that he wa a director for hire and did n't instill the project with the passion that it deserved .,0
"My Father The Hero used to be my favorite movie when I wa Younger . It 's about Andre , a divorced french man who want to take his beautiful daughter ( katharine heigl } on a vacation , hoping to get a little closer to her . But of course , Nicole is n't that easy to get along with , she just started puberty , i 'm guessing . She is angry and hurt that her father wa never there for her and decides to give him a hard time . One day at the beach , Nicole meet handsome Ben , and she make up a wild story about her and her dad . The whole island get involved and the movie turn into a hilarious wild entertaining movie . I would give My Father The Hero 8/10",1
"It is surprising that a production like this get made these day , especially for television . Considering the strong sexual theme and explicit lovemaking scene , not to mention lesbianism , this ha been given superb treatment and direction . The set and costume are flawless , the direction is stylish and the character are likeable . There is a fair amount of humor but it ha surprisingly dark interlude . The protagonist is really a tragic figure , but not devoid of happiness . Also , this production avoids the mistake most films/shows make when dealing with homosexuality/lesbianism . The character are very human . It seems that to allow people to be comfortable with watching gay and lesbian on TV and movie most show fill it full of cliche and make the character obsessed with being gay . Not so with this . In Tipping the Velvet , the protagonist is hardly aware of what being lesbian mean ! The BBC have made some wonderful production in the past , and this adventurous period piece only confirms their standard of excellence on all front .",1
"I just do n't get some of the big premise of this episode - that Miranda is so remarkable , and that there 's anything so ugly it would make you insane . Someone here made the remark that maybe it 's the frequency of the light wave or something rather than it being ugliness . Miranda is just a jerk . The episode is slow , inconsistent and way too talky . I also do n't quite understand why Kolos is an ambassador - why doe n't the Federation just leave the damn Medusans be ? There 's one part I do like , when Kolos is speaking through Spock about the loneliness of the human experience . Overall , I love TOS and even at it lamest , I 'll always tune in . This episode though - mmm , I would n't purchase it except for a used copy under $ 3 .",0
"This is one of my all time favorite movie and I would recommend it to anyone . On my list of favorite movie ( mental list , mind ) the only one on par with it are movie such a The Lord of the Rings series , Spirited Away and Fly Away Home . I can really relate to the main character Jess . At the start of the movie she 's a shy girl with a slightly odd background who ha a lot more friend who are boy than that are girl . She really suck you into her life . I also certainly ca n't fault any of the protagonist 's acting , or anyone else 's in the film . The soccer wa interesting to watch even for someone like me who ha no idea of the rule . The movie is never boring . The romance is really cute and did n't make me blush tooooo hard ! One thing that really made it though wa the Indian factor . Jess ' parent are Indian and there are many colourful Indian convention throughout the film providing a very interesting cultural insight a well a everything else . The Indian people are also hilarious ! Essentially this is a coming of age film about choosing the path you want and fighting for it . Feel good comedy are becoming my favorite movie genre thanks to this film . They 're funny , they 're refreshing and they make you feel good ! ^_~",1
"I know that you 've already entered this in film festival ( or at least I think you have , I may just be making that up ) but I think this should get `` best animated short film '' in every one . Bravo . I ca n't wait for the full film . I realize that you may not hear this often enough because of the bizarre nature of your animation , but hear it now and accept it a the truth . Kudos , my friend . Okay , now I 'm just trying to get ten line of text ... Though I still mean it . And here come yet another -SHOE ! - and I can not stop here yet . This is extremely annoying and yet at the same time I have nothing better to do . In fact , I 'll probably watch all of your movie in yet another spasmodic `` Jason Steele Marathon . '' I do have a lot of those . -R",1
"This is probably the first entry in the `` Lance O'Leary/Nurse Keat '' detective series ; in subsequent O'Leary film , he wa played by much younger actor than Guy Kibbee . A group of relative ( all played by well-known character actor ) gather in an old house ( on a rainy nite , of course ! ) to speak to a wealthy relative , who go into a coma . While they wait for him to recover , all sort of mysterious goings-on happen , including a couple of murder . A creepy film ; worth seeing !",0
"This animation ha a very simple and straightforward good vs. evil plot and is all about action . What set it apart from other animation is how well the human movement are animated . It wa really beautiful seeing the fleeing woman running around on the screen from left to right and look around , her movement were done so well . Why do n't they use this rotoscopic technique more these day ? It 's quite effective . Fire and Ice , in it 's prehistoric setting and scarcely dressed woman , wa clearly devoted to showing the beautiful damsel in distress in various sexy way , her voluptuous body serving a pure eyecandy . Some may hate this and regard it a yet another moronic male sexual fantasy , others ( including plenty of woman ) will adore it 's esthetic quality . I for sure did not mind ! Bakshi just love animating lushious , voluptuous babe , a can also be seen in Cool World , and I do n't think he ha to apoligize since it 's pretty much animation for adult . But I had also enjoyed this animation a a child and I never forgot it . This one wa just special , so different from the standard Disney or Anime fare , and for that reason alone well worth the watch since it 's possibly Bakshi 's finest . For those who like animation with lushious woman : try Space Adventure Cobra a well . I give Fire and Ice 8 out of 10 .",1
"My rating : Acting - 3/10 Suspense - 2/10 Character Attachment - 1/10 Plot - 2/10 Character Development - 2/10 Overall - 2/10 This show suck very much officially . For me , CSI Miami is the best , CSI NY 2nd and CSI 100th . I do n't know , in the other CSIs you get into the episode you 're watching . But in this one , you just ca n't get into the episode , no matter how much you try , so in my opinion , this show is not worth watching . I know people have different opinion , and I respect that , but for me , this CSI ai n't good enough . So if you like suspense , real acting/performance , good plot , direction , character development/attachment and you an overall good show , I suggest you to watch CSI Miami .",0
"I am not a Faulkner fan ( which is considered sacrilegious , especially since I grew up near the author 's hometown ) ; however , I think this is an excellent movie . On par with the quality of the movie `` To Kill a Mocking Bird '' . If you have n't seen it , buy it anyway . It 's well worth having in your permanent collection . TCM recently played the movie a a part of the Race on Film series . I wish they 'd play it more often . Very moving . On a side note , the folk from Oxford , Mississippi , will also enjoy seeing the footage of the town square a it wa back in the 1940 's . The Courthouse , City Hall , etc . : They 're all on screen . I never knew the movie wa filmed there until I noticed the familiarity of the building . When I saw the arch in the front of City Hall , I began to get suspicious . Look closely at the pennant on Chick 's wall : You 'll see two for Ole Miss !",1
"Chinese Ghost Story III is a totally superfluous sequel to two excellent fantasy film . The film delivers the spell-casting special effect that one can expect , but fails painfully on all other front . The actor all play extremely silly caricature . You have to be still in diaper to find their slapstick humor even remotely funny . The plot is predictable , and the development is sometimes erratic and often slow . Towards the end , the movie begin to resemble old Godzilla film , including shabby larger-than-life special effect and a ( well , yet another ) ghost with a Godzilla head . Maybe I would have grinned if I wa expecting camp . It is astonishing to see what trash fantasy fan have to put up with - in this case because somebody thought they could squeeze a little extra money out of a successful formula . They wo n't be able to do it again : the cash cow is now dead a a dodo .",0
"I ca n't stand most reality show and this one is worst than the one with Paris Hilton , and sure it 's his company . But `` you 're fired '' or `` you 're hired '' , for how many season now ? After watching the show I would n't want to work for the guy with his ego and all and I think watching paint dry ha more entertainment valve . I 'd love to hear just one person get up and say `` Donald I quit and take some of your money and buy a decent hairdo '' . I see he 's even trying to buy fame in the wrestling WWE . I hope he get hurt so I do n't have to see his pathetic face anymore . It must be sad to want fame so bad and have no talent and make an as of yourself trying to buy it . I 'd give this show a negative mark if I could but it get a 1 and it doe n't deserve that .",0
"If I had known this movie wa filmed in the exasperating and quease-inducing Dogme 95 style , I would never have rented it . Nevertheless , I took a dramamine for the seasickness and gave it a shot . I lasted a very , very , very long forty minute before giving up . It 's just boring , pretentious twaddle . The last French movie I saw wa `` Romance '' and it too wa pretty dismal , but at least the camera wa steady and not breathing down the neck of the character all the time . I am baffled at the continuing popularity of Dogme 95 overseas -- it 'll catch on in America about the same time a the next big outbreak of leprosy . ( It 's called Dogme 95 because that 's the average number of time the actor are poked in the eye by the camera . )",0
"The story and the show were good , but it wa really depressing and I hate depressing movie . Ri'Chard is great . He really put on a top notch performance , and the girl who played his sister wa really awesome and gorgeous . Seriously , I thought she wa Carmen Electra until I saw the IMDb profile . I ca n't say anything bad about Peter Galleghar . He 's one of my favorite actor . I love Anne Rice . I 'm currently reading the Vampire Chronicles , but I 'm glad I saw the movie before reading the book . This is a little too '' real '' for me . I prefer Lestat and Louis 's witty little tiff to the struggle of slave . Eartha Kitt wa so creepy and after her character did what she did The movie wa ruined for me ; I could barely stand to watch the rest of the show . ( sorry for the ambiguity , but I do n't want to give anything away ) Sorry , but it 's just not my type of show .",0
